variant,seed,split,case,max_speed_pred,max_speed_true,mean_speed_pred,mean_speed_true,magnitude_ratio,dP_pred_mmHg,dP_gt_mmHg,dP_abs_err_mmHg,dP_signed_err_mmHg
subend_withleak,1337,test,sUbend_012__f00,2.148108720779419,0.48265302181243896,0.24654234945774078,0.10553682595491409,4.4506273113404085,18.457484305154367,0.9318157578587147,17.525668547295652,17.525668547295652
subend_withleak,1337,test,sUbend_012__f01,1.7504925727844238,0.45587942004203796,0.21688733994960785,0.09230007976293564,3.8398148629367954,12.256896989493725,0.8313041824714595,11.425592807022266,11.425592807022266
subend_withleak,1337,test,sUbend_012__f02,1.837472915649414,0.38823622465133667,0.1940266638994217,0.07528668642044067,4.732873438844079,13.505226862980635,0.6029094645260926,12.902317398454542,12.902317398454542
subend_withleak,1337,test,sUbend_012__f03,1.6712183952331543,0.33899757266044617,0.17070183157920837,0.06108138710260391,4.929883072959685,11.171883698262718,0.4596774170786979,10.71220628118402,10.71220628118402
subend_withleak,1337,test,sUbend_012__f04,1.5897094011306763,0.2649005949497223,0.1597486138343811,0.05264614149928093,6.001154513950414,10.108703920173014,0.28068930081886734,9.828014619354146,9.828014619354146
subend_withleak,1337,test,sUbend_012__f05,1.4959145784378052,0.25847500562667847,0.20654301345348358,0.06178370490670204,5.787463181636951,8.951041703931025,0.26723731413484586,8.68380438979618,8.68380438979618
subend_withleak,1337,test,sUbend_012__f06,1.674270749092102,1.2772669792175293,0.23924270272254944,0.2524249851703644,1.310822855623953,11.212730165061714,6.52564374479789,4.6870864202638245,4.6870864202638245
subend_withleak,1337,test,sUbend_012__f07,2.281665563583374,2.64764404296875,0.27779629826545715,0.5706283450126648,0.8617720231851818,20.823990976168943,28.040075913071632,7.216084936902689,-7.216084936902689
subend_withleak,1337,test,sUbend_012__f08,2.3324592113494873,3.358830213546753,0.28609493374824524,0.7576717734336853,0.6944260540298433,21.76146389043629,45.1269616137381,23.365497723301814,-23.365497723301814
subend_withleak,1337,test,sUbend_012__f09,2.3070900440216064,3.3379228115081787,0.29085299372673035,0.7887685894966125,0.6911753729197802,21.290657884894472,44.56691478234666,23.276256897452186,-23.276256897452186
subend_withleak,1337,test,sUbend_012__f10,2.2779335975646973,2.945417642593384,0.2778923809528351,0.7438451647758484,0.7733822072033969,20.755925899656177,34.701940357201465,13.946014457545289,-13.946014457545289
subend_withleak,1337,test,sUbend_012__f11,2.2004222869873047,2.3651576042175293,0.27101054787635803,0.6251805424690247,0.9303491162971677,19.36743296428176,22.375881971152012,3.0084490068702507,-3.0084490068702507
subend_withleak,1337,test,sUbend_012__f12,2.233919620513916,1.880467176437378,0.2551073729991913,0.4930272400379181,1.1879599115078245,19.961587483668154,14.144627206633459,5.8169602770346955,5.8169602770346955
subend_withleak,1337,test,sUbend_012__f13,2.156552791595459,1.5041799545288086,0.23321495950222015,0.3845941126346588,1.4337066420161204,18.60287977175267,9.050229342425155,9.552650429327514,9.552650429327514
subend_withleak,1337,test,sUbend_012__f14,1.4159693717956543,1.0965973138809204,0.2094118297100067,0.2873152196407318,1.2912391393559572,8.01987704745352,4.8101026752433995,3.20977437221012,3.20977437221012
subend_withleak,1337,test,sUbend_012__f15,1.0380364656448364,0.7118344902992249,0.19648563861846924,0.20995444059371948,1.4582553666491913,4.310078816033695,2.026833366318229,2.2832454497154657,2.2832454497154657
subend_withleak,1337,test,sUbend_012__f16,0.8441969156265259,0.5640744566917419,0.18788357079029083,0.16667626798152924,1.4966054669053497,2.8506737294133586,1.2727199707683354,1.5779537586450232,1.5779537586450232
subend_withleak,1337,test,sUbend_012__f17,0.6303157806396484,0.5132749080657959,0.19091151654720306,0.14551451802253723,1.2280276528905427,1.5891919332934776,1.053804524999805,0.5353874082936727,0.5353874082936727
subend_withleak,1337,test,sUbend_012__f18,1.5913420915603638,0.5176658630371094,0.2153339385986328,0.13992194831371307,3.0740719162435615,10.129478609486853,1.0719117830158211,9.057566826471032,9.057566826471032
subend_withleak,1337,test,sUbend_012__f19,1.9910863637924194,0.5698524117469788,0.2315802276134491,0.13915123045444489,3.4940386716771243,15.857699632320475,1.2989270846953929,14.558772547625082,14.558772547625082
subend_withleak,1337,test,sUbend_012__f20,2.180356740951538,0.5585685968399048,0.24889734387397766,0.134679913520813,3.903471754922995,19.01582207125125,1.2479955095028004,17.76782656174845,17.76782656174845
subend_withleak,1337,test,sUbend_012__f21,2.207132577896118,0.5518748164176941,0.2524355351924896,0.12942193448543549,3.9993355598701923,19.485736865641456,1.2182632519842542,18.267473613657202,18.267473613657202
subend_withleak,1337,test,sUbend_012__f22,2.2207601070404053,0.5466099381446838,0.25355201959609985,0.12475831806659698,4.0627876517908925,19.72710181208845,1.1951296979141404,18.53197211417431,18.53197211417431
subend_withleak,1337,test,sUbend_012__f23,2.2585372924804688,0.5331071615219116,0.2536071240901947,0.11906066536903381,4.236554027960922,20.403962806100026,1.1368129826637983,19.267149823436228,19.267149823436228
subend_withleak,1337,test,sUbend_012__f24,2.13179087638855,0.5210325717926025,0.24848003685474396,0.11320210993289948,4.091473339285036,18.178129362613845,1.085899763475254,17.09222959913859,17.09222959913859
subend_withleak,1337,test,sUbend_021__f00,1.8905354738235474,0.28423604369163513,0.2555403411388397,0.07498495280742645,6.651286899681768,14.296497511140899,0.32316051413389246,13.973336997007006,13.973336997007006
subend_withleak,1337,test,sUbend_021__f01,1.8523998260498047,0.2860671281814575,0.24617573618888855,0.07170616090297699,6.475402601569776,13.725540462197387,0.3273376073039458,13.39820285489344,13.39820285489344
subend_withleak,1337,test,sUbend_021__f02,1.860667109489441,0.27683666348457336,0.2243155539035797,0.0635092481970787,6.721173005298578,13.848328369343164,0.30655415299708366,13.54177421634608,13.54177421634608
subend_withleak,1337,test,sUbend_021__f03,1.7857863903045654,0.27063122391700745,0.2200610190629959,0.05930048227310181,6.598597029780273,12.756132127188039,0.2929650374352697,12.463167089752769,12.463167089752769
subend_withleak,1337,test,sUbend_021__f04,1.469584584236145,0.22834274172782898,0.16513119637966156,0.039422787725925446,6.435871677444439,8.638715400898093,0.20856163079912804,8.430153770098965,8.430153770098965
subend_withleak,1337,test,sUbend_021__f05,1.10214102268219,0.1853945553302765,0.1567828357219696,0.0305553637444973,5.9448402932801825,4.858859335515774,0.1374845645844438,4.72137477093133,4.72137477093133
subend_withleak,1337,test,sUbend_021__f06,1.5147579908370972,0.7181300520896912,0.25815528631210327,0.19818057119846344,2.109308733744387,9.177967083219357,2.06284308685737,7.115123996361987,7.115123996361987
subend_withleak,1337,test,sUbend_021__f07,2.3115334510803223,1.7748973369598389,0.2910720407962799,0.5199140906333923,1.302347692424661,21.37274758185322,12.601042226988511,8.771705354864707,8.771705354864707
subend_withleak,1337,test,sUbend_021__f08,2.285898208618164,2.3739774227142334,0.29466354846954346,0.6764387488365173,0.9628980405401809,20.901322480654926,22.543075214227656,1.64175273357273,-1.64175273357273
subend_withleak,1337,test,sUbend_021__f09,2.296354055404663,2.2838501930236816,0.3097507357597351,0.6834629774093628,1.0054749047985616,21.09296779109377,20.86388681669723,0.2290809743965383,0.2290809743965383
subend_withleak,1337,test,sUbend_021__f10,2.315546989440918,2.1059648990631104,0.30951568484306335,0.6278491616249084,1.0995183207806765,21.447031441235595,17.740352624343586,3.7066788168920084,3.7066788168920084
subend_withleak,1337,test,sUbend_021__f11,2.2845277786254883,1.8058662414550781,0.30012497305870056,0.5286971926689148,1.2650592420315296,20.876268685246032,13.044611528108362,7.83165715713767,7.83165715713767
subend_withleak,1337,test,sUbend_021__f12,2.115567684173584,1.4528396129608154,0.2830291986465454,0.4208817481994629,1.4561605185462705,17.902506505278325,8.442971763952528,9.459534741325797,9.459534741325797
subend_withleak,1337,test,sUbend_021__f13,1.8525489568710327,1.151943325996399,0.24790909886360168,0.3210694491863251,1.608194530984091,13.727750550415806,5.307893705230583,8.419856845185222,8.419856845185222
subend_withleak,1337,test,sUbend_021__f14,1.5941126346588135,0.8249955773353577,0.22253058850765228,0.232591912150383,1.93226809749407,10.164780367915455,2.7224708104916004,7.4423095574238545,7.4423095574238545
subend_withleak,1337,test,sUbend_021__f15,1.46652090549469,0.5994604229927063,0.2027587890625,0.17230843007564545,2.446401545865745,8.602734265011861,1.4374111949383774,7.165323070073484,7.165323070073484
subend_withleak,1337,test,sUbend_021__f16,0.8800386190414429,0.49976885318756104,0.19091728329658508,0.13719043135643005,1.7608912868989222,3.0978718840174793,0.9990756264656397,2.0987962575518395,2.0987962575518395
subend_withleak,1337,test,sUbend_021__f17,0.5037357211112976,0.4746529161930084,0.17908254265785217,0.11529845744371414,1.0612717291437923,1.014998706894076,0.9011815634021083,0.1138171434919677,0.1138171434919677
